,0
subjectID,DT_Example
TIR,74.28234368855682
TAR,20.500720933280903
TBR,5.216935378162275
GlucoseVariability,36.48696228210796
n_seq_train,67
TIR_train,68.60696517412936
TAR_train,24.378109452736314
TBR_train,7.014925373134327
RMSE_AIPop_train,68.89960479736328
TIR_AIPop_train,82.48756218905473
TAR_AIPop_train,10.845771144278606
TBR_AIPop_train,6.666666666666667
RMSE_AIDT_train,53.34636688232422
TIR_AIDT_train,76.91542288557214
TAR_AIDT_train,17.960199004975124
TBR_AIDT_train,5.124378109452737
n_seq_test,54
TIR_test,81.85424252455039
TAR_test,15.546667157061067
TBR_test,2.599090318388564
RMSE_AIPop_test,62.283203125
TIR_AIPop_test,86.51234567901236
TAR_AIPop_test,7.314814814814816
TBR_AIPop_test,6.1728395061728385
RMSE_AIDT_test,66.42192840576172
TIR_AIDT_test,62.77777777777778
TAR_AIDT_test,35.03086419753086
TBR_AIDT_test,2.191358024691357
train_epochs,151
